iter	Passed	Remaining
355	1014	1834
356	1016	1831
357	1018	1827
358	1020	1822
359	1022	1817
360	1024	1813
361	1026	1808
362	1028	1804
363	1030	1801
364	1032	1796
365	1035	1793
366	1037	1789
367	1039	1785
368	1041	1781
369	1043	1776
370	1044	1770
371	1046	1766
372	1048	1761
373	1049	1757
374	1051	1753
375	1053	1748
376	1055	1744
377	1057	1740
378	1059	1736
379	1061	1731
380	1063	1727
381	1065	1723
382	1066	1718
383	1068	1714
384	1070	1710
385	1072	1706
386	1074	1701
387	1076	1697
388	1078	1693
389	1080	1689
390	1083	1688
391	1086	1684
392	1088	1681
393	1090	1677
394	1092	1673
395	1094	1668
396	1096	1665
397	1098	1661
398	1100	1657
399	1103	1654
400	1105	1651
401	1108	1648
402	1110	1645
403	1113	1642
404	1116	1639
405	1119	1637
406	1121	1633
407	1123	1630
408	1125	1626
409	1127	1622
410	1129	1618
411	1131	1614
412	1133	1610
413	1135	1606
414	1136	1602
415	1138	1598
416	1140	1594
417	1142	1590
418	1144	1586
419	1145	1582
420	1147	1578
421	1149	1574
422	1151	1570
423	1154	1568
424	1156	1564
425	1158	1561
426	1160	1557
427	1162	1553
428	1164	1550
429	1166	1546
430	1169	1543
431	1170	1539
432	1172	1535
433	1174	1532
434	1176	1528
435	1178	1524
436	1180	1521
437	1183	1517
438	1186	1516
439	1189	1514
440	1192	1511
441	1194	1507
442	1196	1504
443	1198	1500
444	1201	1498
445	1204	1496
446	1207	1493
447	1210	1491
448	1212	1487
449	1215	1485
450	1216	1480
451	1219	1477
452	1221	1474
453	1223	1471
454	1225	1467
455	1227	1464
456	1229	1460
457	1231	1457
458	1233	1453
459	1235	1449
460	1237	1446
461	1239	1442
462	1241	1439
463	1243	1435
464	1245	1432
465	1246	1428
466	1248	1424
467	1250	1421
468	1252	1417
469	1254	1414
470	1256	1410
471	1259	1409
472	1262	1406
473	1266	1405
474	1268	1402
475	1271	1399
476	1274	1397
477	1277	1395
478	1281	1393
479	1284	1391
480	1286	1388
481	1289	1385
482	1292	1383
483	1295	1380
484	1299	1379
485	1302	1377
486	1306	1375
487	1308	1372
488	1310	1369
489	1313	1366
490	1315	1364
491	1318	1360
492	1320	1357
493	1322	1354
494	1323	1350
495	1325	1347
496	1327	1343
497	1329	1340
498	1332	1337
499	1334	1334
500	1337	1332
501	1339	1328
502	1341	1325
503	1343	1322
504	1345	1318
505	1347	1315
506	1349	1312
507	1351	1308
508	1353	1305
509	1355	1302
510	1356	1298
511	1358	1295
512	1360	1291
513	1362	1288
514	1364	1285
515	1366	1282
516	1368	1278
517	1370	1275
518	1372	1272
519	1374	1268
520	1377	1266
521	1379	1263
522	1381	1260
523	1383	1257
524	1385	1253
525	1387	1250
526	1389	1247
527	1391	1244
528	1393	1240
529	1395	1237
530	1397	1234
531	1399	1230
532	1401	1227
533	1403	1224
534	1405	1221
535	1408	1219
536	1410	1216
537	1412	1213
538	1414	1209
539	1416	1206
540	1418	1203
541	1420	1200
542	1422	1197
543	1424	1193
544	1426	1190
545	1428	1187
546	1430	1184
547	1431	1181
548	1433	1178
549	1436	1175
550	1438	1172
551	1440	1169
552	1442	1166
553	1444	1163
554	1446	1160
555	1449	1157
556	1451	1154
557	1453	1151
558	1455	1148
559	1457	1145
560	1459	1141
561	1461	1138
562	1463	1135
563	1465	1132
564	1467	1129
565	1469	1126
566	1471	1123
567	1473	1120
568	1475	1117
569	1477	1114
570	1479	1111
571	1481	1108
572	1483	1105
573	1484	1102
574	1486	1099
575	1488	1095
576	1490	1092
577	1492	1089
578	1494	1086
579	1496	1083
580	1498	1080
581	1499	1077
582	1501	1074
583	1503	1071
584	1505	1068
585	1507	1064
586	1509	1061
587	1511	1058
588	1513	1055
589	1514	1052
590	1516	1049
591	1518	1046
592	1520	1043
593	1522	1040
594	1524	1037
595	1526	1034
596	1528	1031
597	1529	1028
598	1531	1025
599	1533	1022
600	1535	1019
601	1537	1016
602	1539	1013
603	1541	1010
604	1543	1007
605	1544	1004
606	1547	1002
607	1549	999
608	1551	996
609	1553	993
610	1555	990
611	1556	987
612	1558	984
613	1560	981
614	1562	978
615	1564	975
616	1566	972
617	1569	969
618	1570	966
619	1573	964
620	1574	961
621	1576	958
622	1578	955
623	1580	952
624	1582	949
625	1585	947
626	1587	944
627	1588	941
628	1590	938
629	1592	935
630	1594	932
631	1596	929
632	1599	927
633	1601	924
634	1603	921
635	1605	918
636	1606	915
637	1608	912
638	1610	909
639	1612	907
640	1615	904
641	1617	902
642	1620	899
643	1622	896
644	1624	894
645	1626	891
646	1630	889
647	1632	886
648	1635	884
649	1637	881
650	1639	878
651	1640	875
652	1643	873
653	1644	870
654	1646	867
655	1648	864
656	1650	861
657	1652	858
658	1653	855
659	1655	853
660	1658	850
661	1660	847
662	1664	845
663	1666	843
664	1668	840
665	1670	837
666	1672	835
667	1675	832
668	1677	829
669	1678	826
670	1680	824
671	1682	821
672	1684	818
673	1686	815
674	1689	813
675	1692	811
676	1694	808
677	1697	805
678	1699	803
679	1703	801
680	1706	799
681	1708	796
682	1711	794
683	1713	791
684	1715	788
685	1717	786
686	1719	783
687	1723	781
688	1727	779
689	1730	777
690	1733	775
691	1736	772
692	1739	770
693	1743	768
694	1747	766
695	1750	764
696	1754	762
697	1758	760
698	1760	758
699	1762	755
700	1764	752
701	1766	749
702	1768	747
703	1770	744
704	1772	741
705	1774	738
706	1776	736
707	1778	733
708	1780	730
709	1782	727
710	1784	725
711	1786	722
712	1788	719
713	1790	717
714	1792	714
715	1794	711
716	1797	709
717	1801	707
718	1803	705
719	1806	702
720	1810	700
721	1812	697
722	1815	695
723	1819	693
724	1823	691
725	1826	689
726	1830	687
727	1834	685
728	1836	682
729	1839	680
730	1841	677
731	1843	674
732	1845	672
733	1847	669
734	1849	666
735	1851	664
736	1853	661
737	1855	658
738	1857	655
739	1859	653
740	1861	650
741	1862	647
742	1865	645
743	1867	642
744	1868	639
745	1870	637
746	1872	634
747	1874	631
748	1876	628
749	1878	626
750	1880	623
751	1882	620
752	1884	618
753	1886	615
754	1888	612
755	1890	610
756	1892	607
757	1894	604
758	1896	602
759	1898	599
760	1900	596
761	1902	594
762	1904	591
763	1905	588
764	1907	586
765	1910	583
766	1912	580
767	1914	578
768	1916	575
769	1917	572
770	1919	570
771	1921	567
772	1924	565
773	1925	562
774	1927	559
775	1929	557
776	1931	554
777	1933	551
778	1935	549
779	1937	546
780	1939	543
781	1941	541
782	1943	538
783	1945	536
784	1947	533
785	1949	530
786	1951	528
787	1953	525
788	1955	522
789	1957	520
790	1959	517
791	1961	515
792	1963	512
793	1965	509
794	1967	507
795	1969	504
796	1971	502
797	1973	499
798	1974	496
799	1976	494
800	1978	491
801	1980	488
802	1982	486
803	1984	483
804	1986	481
805	1988	478
806	1991	476
807	1993	473
808	1995	471
809	1996	468
810	1998	465
811	2000	463
812	2002	460
813	2004	458
814	2006	455
815	2008	452
816	2010	450
817	2012	447
818	2014	445
819	2016	442
820	2018	440
821	2019	437
822	2021	434
823	2023	432
824	2025	429
825	2027	427
826	2029	424
827	2031	421
828	2032	419
829	2034	416
830	2036	414
831	2038	411
832	2040	409
833	2042	406
834	2044	403
835	2046	401
836	2048	398
837	2050	396
838	2053	393
839	2055	391
840	2058	389
841	2060	386
842	2062	384
843	2064	381
844	2066	379
845	2068	376
846	2070	373
847	2072	371
848	2074	368
849	2075	366
850	2078	363
851	2081	361
852	2084	359
853	2087	356
854	2089	354
855	2093	352
856	2095	349
857	2097	347
858	2100	344
859	2102	342
860	2104	339
861	2106	337
862	2108	334
863	2111	332
864	2115	330
865	2117	327
866	2119	325
867	2121	322
868	2123	320
869	2125	317
870	2127	315
871	2129	312
872	2131	310
873	2133	307
874	2135	305
875	2137	302
876	2138	299
877	2140	297
878	2142	294
879	2144	292
880	2146	289
881	2148	287
882	2150	284
883	2152	282
884	2153	279
885	2155	277
886	2157	274
887	2159	272
888	2161	269
889	2163	267
890	2165	264
891	2168	262
892	2169	260
893	2172	257
894	2174	255
895	2176	252
896	2179	250
897	2181	247
898	2183	245
899	2186	242
900	2189	240
901	2191	238
902	2193	235
903	2196	233
904	2198	230
905	2200	228
906	2203	225
907	2205	223
908	2206	220
909	2208	218
910	2210	215
911	2212	213
912	2214	211
913	2216	208
914	2218	206
915	2220	203
916	2221	201
917	2223	198
918	2225	196
919	2227	193
920	2229	191
921	2231	188
922	2233	186
923	2235	183
924	2237	181
925	2239	178
926	2241	176
927	2243	174
928	2245	171
929	2247	169
930	2248	166
931	2250	164
932	2252	161
933	2254	159
934	2256	156
935	2258	154
936	2260	151
937	2262	149
938	2264	147
939	2265	144
940	2267	142
941	2269	139
942	2271	137
943	2273	134
944	2275	132
945	2277	129
946	2278	127
947	2280	125
948	2282	122
949	2284	120
950	2286	117
951	2288	115
952	2290	112
953	2292	110
954	2293	108
955	2295	105
956	2297	103
957	2299	100
958	2301	98
959	2303	95
960	2305	93
961	2307	91
962	2308	88
963	2310	86
964	2312	83
965	2315	81
966	2319	79
967	2322	76
968	2326	74
969	2329	72
970	2333	69
971	2336	67
972	2339	64
973	2342	62
974	2345	60
975	2347	57
976	2349	55
977	2352	52
978	2356	50
979	2358	48
980	2362	45
981	2364	43
982	2366	40
983	2368	38
984	2370	36
985	2373	33
986	2377	31
987	2380	28
988	2384	26
989	2387	24
990	2391	21
991	2394	19
992	2397	16
993	2401	14
994	2404	12
995	2409	9
996	2413	7
997	2416	4
998	2418	2
999	2421	0
